Data,Produto,Quantidade,Preço Unitário,Total,Mês,Ano
2023-02-05,Boné,2,288.55,577.1,2,2023
2024-05-23,Boné,5,248.39,1241.9499999999998,5,2024
2024-06-20,Sapato,2,129.93,259.86,6,2024
2024-02-08,Sapato,5,469.28,2346.4,2,2024
2023-06-06,Tênis,3,156.72,470.16,6,2023
2023-02-17,Calça,8,85.98,687.84,2,2023
2023-03-21,Camiseta,8,143.56,1148.48,3,2023
2023-03-19,Boné,1,53.48,53.48,3,2023
2023-04-14,Calça,5,409.46,2047.3,4,2023
2023-10-31,Sapato,8,486.61,3892.88,10,2023
2024-05-19,Calça,4,271.29,1085.16,5,2024
2025-06-06,Camiseta,9,349.75,3147.75,6,2025
2024-12-31,Boné,10,291.58,2915.8,12,2024
2025-12-03,Calça,3,312.74,938.22,12,2025
2023-10-13,Camiseta,3,311.61,934.83,10,2023
2025-10-16,Tênis,8,458.4,3667.2,10,2025
2023-06-29,Sapato,5,151.17,755.8499999999999,6,2023
2025-07-11,Camiseta,2,387.56,775.12,7,2025
2025-08-17,Calça,10,201.46,2014.6,8,2025
2025-05-21,Camiseta,10,179.07,1790.6999999999998,5,2025
2023-08-17,Boné,5,328.16,1640.8000000000002,8,2023
2024-03-21,Sapato,2,155.71,311.42,3,2024
2023-09-29,Tênis,4,156.18,624.72,9,2023
2025-07-11,Tênis,9,68.1,612.9,7,2025
2023-11-17,Camiseta,2,416.88,833.76,11,2023
2023-12-29,Sapato,4,461.83,1847.32,12,2023
2024-08-23,Mochila,3,446.8,1340.4,8,2024
2023-04-23,Sapato,6,475.12,2850.7200000000003,4,2023
2023-08-30,Boné,10,494.83,4948.3,8,2023
2025-03-23,Mochila,7,267.13,1869.91,3,2025
2023-05-28,Sapato,3,297.64,892.92,5,2023
2024-10-10,Calça,10,224.02,2240.2000000000003,10,2024
2023-04-30,Tênis,1,149.03,149.03,4,2023
2025-09-01,Boné,2,272.12,544.24,9,2025
2024-05-04,Sapato,6,335.3,2011.8,5,2024
2023-01-07,Calça,4,107.71,430.84,1,2023
2025-08-30,Mochila,7,168.87,1182.09,8,2025
2024-01-03,Calça,9,364.71,3282.39,1,2024
2025-05-08,Sapato,8,130.74,1045.92,5,2025
2023-10-30,Camiseta,1,397.95,397.95,10,2023
2024-10-10,Sapato,1,131.19,131.19,10,2024
2024-10-09,Boné,7,216.68,1516.76,10,2024
2024-10-20,Calça,5,289.24,1446.2,10,2024
2024-08-11,Camiseta,5,376.54,1882.7,8,2024
2024-08-31,Tênis,10,295.61,2956.1000000000004,8,2024
2025-08-03,Calça,3,218.23,654.6899999999999,8,2025
2023-07-22,Camiseta,4,56.15,224.6,7,2023
2025-04-29,Mochila,9,199.84,1798.56,4,2025
2023-03-24,Mochila,10,382.9,3829.0,3,2023
2023-10-09,Tênis,2,497.15,994.3,10,2023
2024-09-27,Camiseta,2,91.04,182.08,9,2024
2025-05-27,Camiseta,3,96.06,288.18,5,2025
2025-03-24,Boné,6,358.16,2148.96,3,2025
2023-04-09,Calça,7,354.23,2479.61,4,2023
2025-03-17,Boné,9,348.68,3138.12,3,2025
2023-04-15,Tênis,5,315.0,1575.0,4,2023
2025-07-16,Camiseta,5,121.62,608.1,7,2025
2024-03-23,Tênis,5,63.74,318.7,3,2024
2025-05-13,Sapato,1,460.98,460.98,5,2025
2024-02-02,Tênis,2,373.73,747.46,2,2024
2024-01-12,Camiseta,5,180.37,901.85,1,2024
2023-04-23,Tênis,1,275.25,275.25,4,2023
2025-10-31,Mochila,2,322.41,644.82,10,2025
2024-12-26,Boné,1,360.01,360.01,12,2024
2024-05-22,Tênis,1,247.43,247.43,5,2024
2025-03-03,Sapato,2,100.6,201.2,3,2025
2023-09-21,Calça,7,136.07,952.49,9,2023
2024-10-13,Mochila,10,377.21,3772.1,10,2024
2024-04-17,Camiseta,7,228.22,1597.54,4,2024
2023-09-19,Calça,10,367.68,3676.8,9,2023
2024-06-07,Sapato,1,455.09,455.09,6,2024
2024-11-18,Tênis,2,214.81,429.62,11,2024
2023-01-08,Boné,9,263.21,2368.89,1,2023
2025-02-09,Tênis,1,154.56,154.56,2,2025
2025-11-11,Boné,3,289.56,868.6800000000001,11,2025
2025-08-18,Tênis,8,137.44,1099.52,8,2025
2023-05-02,Camiseta,3,300.46,901.38,5,2023
2023-04-11,Mochila,6,306.96,1841.76,4,2023
2024-06-22,Tênis,10,199.1,1991.0,6,2024
2023-06-03,Mochila,1,449.43,449.43,6,2023
2025-02-05,Calça,4,440.12,1760.48,2,2025
2025-01-15,Camiseta,1,374.75,374.75,1,2025
2025-05-21,Camiseta,1,71.19,71.19,5,2025
2024-11-09,Calça,9,158.18,1423.62,11,2024
2024-02-26,Tênis,7,298.76,2091.32,2,2024
2024-04-23,Sapato,6,498.45,2990.7,4,2024
2025-02-07,Mochila,2,180.37,360.74,2,2025
2023-06-13,Sapato,8,193.66,1549.28,6,2023
2024-12-17,Camiseta,8,315.49,2523.92,12,2024
2023-10-30,Calça,6,368.14,2208.84,10,2023
2024-06-24,Calça,1,98.92,98.92,6,2024
2024-03-09,Camiseta,10,79.66,796.5999999999999,3,2024
2025-03-19,Sapato,1,312.98,312.98,3,2025
2024-03-17,Camiseta,10,373.66,3736.6,3,2024
2023-10-04,Sapato,8,170.09,1360.72,10,2023
2025-04-28,Camiseta,6,421.51,2529.06,4,2025
2024-12-07,Mochila,10,221.09,2210.9,12,2024
2024-06-29,Camiseta,9,397.44,3576.96,6,2024
2023-11-02,Sapato,3,144.08,432.24,11,2023
2024-02-19,Tênis,8,440.44,3523.52,2,2024
2025-12-02,Sapato,9,388.42,3495.78,12,2025
2025-11-29,Calça,3,144.27,432.81000000000006,11,2025
2024-05-24,Mochila,10,117.99,1179.9,5,2024
2024-05-03,Sapato,4,121.45,485.8,5,2024
2023-03-19,Boné,5,100.61,503.05,3,2023
2024-09-23,Tênis,1,185.35,185.35,9,2024
2025-06-19,Mochila,5,60.53,302.65,6,2025
2025-01-19,Calça,9,139.17,1252.53,1,2025
2024-05-12,Sapato,6,340.25,2041.5,5,2024
2023-11-27,Sapato,7,86.01,602.07,11,2023
2024-09-10,Sapato,6,455.0,2730.0,9,2024
2024-05-27,Camiseta,7,317.82,2224.74,5,2024
2024-06-13,Calça,2,206.4,412.8,6,2024
2023-12-24,Boné,4,390.99,1563.96,12,2023
2023-11-23,Mochila,1,56.72,56.72,11,2023
2025-03-04,Calça,2,373.86,747.72,3,2025
2023-10-01,Camiseta,7,122.47,857.29,10,2023
2024-02-25,Boné,6,361.76,2170.56,2,2024
2025-08-11,Sapato,7,489.62,3427.34,8,2025
2023-10-06,Mochila,5,410.24,2051.2,10,2023
2024-10-06,Boné,4,274.82,1099.28,10,2024
2023-04-04,Boné,9,306.6,2759.4,4,2023
2023-02-02,Boné,8,382.76,3062.08,2,2023
2025-06-01,Mochila,9,481.26,4331.34,6,2025
2025-04-16,Calça,8,430.96,3447.68,4,2025
2023-07-19,Boné,1,150.41,150.41,7,2023
2023-07-13,Sapato,7,185.88,1301.16,7,2023
2025-01-20,Tênis,9,440.07,3960.63,1,2025
2023-03-18,Calça,10,336.79,3367.9,3,2023
2025-01-01,Camiseta,10,349.81,3498.1,1,2025
2023-01-23,Camiseta,10,313.71,3137.1,1,2023
2024-04-28,Boné,6,435.67,2614.02,4,2024
2023-01-14,Mochila,8,474.55,3796.4,1,2023
2023-03-17,Sapato,8,479.04,3832.32,3,2023
2025-07-10,Mochila,3,415.75,1247.25,7,2025
2025-12-14,Mochila,5,64.39,321.95,12,2025
2023-06-08,Tênis,8,336.09,2688.72,6,2023
2023-04-22,Boné,10,411.15,4111.5,4,2023
2025-10-26,Calça,10,245.3,2453.0,10,2025
2025-03-30,Tênis,10,55.12,551.1999999999999,3,2025
2024-05-27,Mochila,9,470.44,4233.96,5,2024
2025-02-22,Boné,3,206.16,618.48,2,2025
2025-03-19,Sapato,6,438.44,2630.64,3,2025
2024-04-10,Sapato,10,110.59,1105.9,4,2024
2023-11-14,Mochila,2,305.71,611.42,11,2023
2023-11-02,Calça,8,188.91,1511.28,11,2023
2025-09-05,Sapato,4,397.16,1588.64,9,2025
2023-10-21,Boné,1,482.97,482.97,10,2023
2025-05-28,Mochila,5,278.11,1390.5500000000002,5,2025
2024-05-24,Camiseta,7,176.71,1236.97,5,2024
2023-07-07,Boné,10,88.46,884.5999999999999,7,2023
2023-10-12,Calça,9,344.03,3096.2699999999995,10,2023
2023-02-20,Calça,3,196.7,590.0999999999999,2,2023
2025-05-04,Camiseta,9,373.11,3357.99,5,2025
2024-09-29,Mochila,9,185.83,1672.47,9,2024
2023-11-06,Tênis,5,186.65,933.25,11,2023
2025-09-23,Boné,5,172.1,860.5,9,2025
2025-11-03,Camiseta,8,173.53,1388.24,11,2025
2025-01-30,Camiseta,2,170.27,340.54,1,2025
2023-03-24,Camiseta,7,341.49,2390.4300000000003,3,2023
2025-04-16,Calça,5,443.06,2215.3,4,2025
2025-01-11,Sapato,9,435.31,3917.79,1,2025
2023-11-03,Boné,7,152.95,1070.65,11,2023
2023-07-01,Camiseta,9,412.19,3709.71,7,2023
2025-07-16,Camiseta,2,476.23,952.46,7,2025
2024-07-18,Mochila,3,236.64,709.92,7,2024
2025-03-15,Sapato,10,81.96,819.5999999999999,3,2025
2024-07-13,Sapato,6,311.13,1866.78,7,2024
2025-08-19,Mochila,3,411.3,1233.9,8,2025
2025-11-21,Mochila,5,101.61,508.05,11,2025
2023-04-06,Calça,10,374.43,3744.3,4,2023
2024-10-15,Camiseta,2,314.45,628.9,10,2024
2023-08-13,Mochila,10,137.21,1372.1,8,2023
2024-11-06,Calça,3,180.6,541.8,11,2024
2024-06-19,Camiseta,1,343.2,343.2,6,2024
2023-07-17,Mochila,6,428.55,2571.3,7,2023
2025-02-24,Sapato,9,352.93,3176.37,2,2025
2024-04-19,Camiseta,7,474.46,3321.22,4,2024
2025-02-11,Boné,9,374.77,3372.93,2,2025
2023-09-16,Mochila,7,401.58,2811.06,9,2023
2025-07-08,Boné,8,217.14,1737.12,7,2025
2025-12-07,Calça,8,269.07,2152.56,12,2025
2025-04-25,Calça,2,284.43,568.86,4,2025
2025-07-13,Sapato,10,434.85,4348.5,7,2025
2025-02-21,Tênis,6,364.92,2189.52,2,2025
2024-02-14,Calça,3,358.77,1076.31,2,2024
2024-11-02,Sapato,7,241.08,1687.5600000000002,11,2024
2023-03-28,Mochila,5,231.27,1156.35,3,2023
2023-03-10,Mochila,5,229.37,1146.85,3,2023
2024-09-01,Camiseta,10,264.92,2649.2000000000003,9,2024
2024-10-31,Calça,8,236.2,1889.6,10,2024
2025-09-07,Sapato,1,61.66,61.66,9,2025
2024-08-17,Boné,6,405.64,2433.84,8,2024
2025-02-26,Tênis,8,90.48,723.84,2,2025
2025-03-09,Camiseta,8,113.68,909.44,3,2025
2023-07-04,Camiseta,2,71.13,142.26,7,2023
2023-01-09,Tênis,2,96.32,192.64,1,2023
2025-02-04,Mochila,4,300.05,1200.2,2,2025
2023-10-25,Calça,8,313.93,2511.44,10,2023
2024-01-15,Mochila,7,468.22,3277.54,1,2024
2024-05-08,Mochila,9,465.6,4190.400000000001,5,2024
2024-01-07,Camiseta,6,87.72,526.3199999999999,1,2024
2023-11-25,Calça,3,391.63,1174.89,11,2023
2025-07-12,Camiseta,2,226.27,452.54,7,2025
2024-05-23,Tênis,6,194.05,1164.3000000000002,5,2024
2023-12-19,Tênis,7,404.44,2831.08,12,2023
2025-12-22,Calça,7,480.6,3364.2000000000003,12,2025
2023-08-05,Camiseta,4,464.91,1859.64,8,2023
2023-06-14,Camiseta,3,316.7,950.1,6,2023
2023-10-29,Mochila,6,396.73,2380.38,10,2023
2025-08-29,Tênis,7,234.27,1639.89,8,2025
2024-06-22,Calça,8,409.04,3272.32,6,2024
2025-07-22,Boné,1,183.98,183.98,7,2025
2024-04-28,Boné,9,458.31,4124.79,4,2024
2025-11-06,Mochila,9,248.66,2237.94,11,2025
2024-08-13,Tênis,5,183.58,917.9,8,2024
2023-01-08,Mochila,8,451.83,3614.64,1,2023
2024-11-29,Mochila,5,330.53,1652.65,11,2024
2025-02-12,Tênis,4,437.39,1749.56,2,2025
2023-02-19,Calça,8,274.96,2199.68,2,2023
2023-12-26,Camiseta,4,362.55,1450.2,12,2023
2024-07-22,Calça,5,404.86,2024.3,7,2024
2023-11-05,Calça,6,386.62,2319.7200000000003,11,2023
2025-03-17,Sapato,1,276.3,276.3,3,2025
2025-02-26,Boné,5,141.18,705.9000000000001,2,2025
2025-12-07,Mochila,4,374.61,1498.44,12,2025
2024-03-14,Tênis,10,70.74,707.4,3,2024
2025-10-12,Sapato,4,182.7,730.8,10,2025
2023-01-02,Sapato,8,159.73,1277.84,1,2023
2023-09-16,Sapato,1,472.58,472.58,9,2023
2025-10-15,Camiseta,3,366.23,1098.69,10,2025
2024-02-07,Sapato,5,251.41,1257.05,2,2024
2023-04-19,Tênis,2,218.45,436.9,4,2023
2025-06-10,Camiseta,4,292.72,1170.88,6,2025
2024-09-26,Boné,10,495.09,4950.9,9,2024
2025-04-15,Mochila,10,115.64,1156.4,4,2025
2023-07-12,Mochila,3,495.83,1487.49,7,2023
2024-07-07,Tênis,5,265.43,1327.15,7,2024
2023-05-04,Boné,7,62.2,435.4,5,2023
2024-11-01,Boné,10,320.81,3208.1,11,2024
2024-10-27,Mochila,6,108.88,653.28,10,2024
2024-02-02,Calça,9,349.81,3148.29,2,2024
2024-11-19,Tênis,10,408.02,4080.2,11,2024
2024-08-11,Boné,9,469.16,4222.4400000000005,8,2024
2025-05-08,Tênis,9,122.43,1101.87,5,2025
2025-11-24,Tênis,1,141.39,141.39,11,2025
2023-04-16,Tênis,10,128.1,1281.0,4,2023
2025-09-05,Camiseta,3,61.99,185.97,9,2025
2023-11-18,Boné,2,320.85,641.7,11,2023
2024-03-09,Sapato,2,239.42,478.84,3,2024
2024-04-30,Sapato,1,315.08,315.08,4,2024
2025-12-06,Camiseta,4,387.5,1550.0,12,2025
2023-01-25,Camiseta,9,253.02,2277.1800000000003,1,2023
2024-05-11,Mochila,6,320.36,1922.16,5,2024
2023-11-26,Boné,6,461.59,2769.54,11,2023
2023-03-09,Mochila,10,463.33,4633.3,3,2023
2025-03-05,Mochila,6,300.23,1801.38,3,2025
2023-08-18,Calça,9,237.57,2138.13,8,2023
2025-12-26,Sapato,5,296.66,1483.3000000000002,12,2025
2024-05-27,Tênis,2,77.49,154.98,5,2024
2025-08-11,Calça,7,90.5,633.5,8,2025
2025-04-01,Calça,5,414.28,2071.4,4,2025
2025-03-15,Tênis,8,121.2,969.6,3,2025
2023-05-17,Mochila,3,326.18,978.54,5,2023
2024-07-30,Sapato,4,137.11,548.44,7,2024
2023-12-26,Tênis,2,352.93,705.86,12,2023
2023-10-14,Camiseta,10,367.79,3677.9,10,2023
2024-07-09,Sapato,9,292.77,2634.93,7,2024
2024-12-07,Camiseta,4,53.97,215.88,12,2024
2024-09-09,Mochila,10,129.99,1299.9,9,2024
2024-03-25,Camiseta,5,456.22,2281.1000000000004,3,2024
2023-09-18,Sapato,6,444.95,2669.7,9,2023
2024-07-02,Sapato,2,335.51,671.02,7,2024
2025-11-22,Camiseta,6,228.48,1370.88,11,2025
2025-01-22,Sapato,9,297.83,2680.47,1,2025
2023-09-24,Calça,10,448.42,4484.2,9,2023
2023-10-13,Mochila,8,264.93,2119.44,10,2023
2023-04-11,Calça,9,425.48,3829.32,4,2023
2024-12-05,Boné,10,371.63,3716.3,12,2024
2024-06-06,Camiseta,8,385.89,3087.12,6,2024
2025-01-24,Camiseta,5,226.83,1134.15,1,2025
2023-12-25,Mochila,5,397.15,1985.75,12,2023
2024-10-31,Camiseta,9,212.31,1910.79,10,2024
2025-03-09,Calça,1,358.79,358.79,3,2025
2025-08-28,Boné,10,278.5,2785.0,8,2025
2024-10-28,Calça,1,123.8,123.8,10,2024
2024-09-06,Camiseta,10,434.19,4341.9,9,2024
2025-08-11,Boné,5,439.03,2195.15,8,2025
2025-01-27,Tênis,8,399.74,3197.92,1,2025
2023-01-17,Sapato,2,468.9,937.8,1,2023
2023-07-21,Boné,1,171.24,171.24,7,2023
2025-04-24,Mochila,9,315.83,2842.47,4,2025
2025-07-14,Boné,1,405.7,405.7,7,2025
2023-05-09,Calça,4,177.85,711.4,5,2023
2023-04-15,Mochila,2,378.66,757.32,4,2023
2024-04-28,Sapato,6,339.86,2039.16,4,2024
2025-11-09,Calça,1,377.83,377.83,11,2025
2025-08-23,Camiseta,7,351.01,2457.07,8,2025
2025-06-26,Camiseta,6,102.56,615.36,6,2025
2025-11-15,Boné,9,213.6,1922.4,11,2025
2025-03-19,Boné,5,117.07,585.3499999999999,3,2025
2024-07-29,Tênis,5,207.71,1038.55,7,2024
2025-12-16,Sapato,5,152.98,764.9,12,2025
2024-01-18,Sapato,9,149.42,1344.78,1,2024
2024-08-12,Boné,2,485.95,971.9,8,2024
2024-12-03,Camiseta,5,324.63,1623.15,12,2024
2023-06-14,Calça,5,475.34,2376.7,6,2023
2023-03-09,Mochila,9,398.98,3590.82,3,2023
2025-08-21,Sapato,6,169.79,1018.74,8,2025
2025-07-30,Mochila,7,92.62,648.34,7,2025
2025-01-15,Calça,4,318.29,1273.16,1,2025
2024-11-17,Camiseta,8,56.4,451.2,11,2024
2025-04-02,Mochila,5,115.37,576.85,4,2025
2023-08-24,Calça,4,425.05,1700.2,8,2023
2023-11-14,Camiseta,3,50.37,151.11,11,2023
2025-11-17,Mochila,9,418.96,3770.64,11,2025
2024-10-27,Mochila,6,113.25,679.5,10,2024
2023-08-09,Camiseta,6,461.18,2767.08,8,2023
2025-08-07,Sapato,8,388.81,3110.48,8,2025
2024-08-19,Calça,6,415.01,2490.06,8,2024
2024-03-05,Boné,10,104.29,1042.9,3,2024
2023-08-12,Camiseta,10,353.98,3539.8,8,2023
2024-05-21,Boné,7,174.39,1220.73,5,2024
2023-06-10,Boné,3,131.35,394.05,6,2023
2023-08-16,Sapato,3,445.02,1335.06,8,2023
2023-09-17,Tênis,4,97.78,391.12,9,2023
2025-08-24,Calça,1,443.31,443.31,8,2025
2025-03-21,Boné,5,106.92,534.6,3,2025
2023-06-26,Mochila,7,341.4,2389.8,6,2023
2025-10-16,Camiseta,9,202.91,1826.19,10,2025
2024-06-17,Camiseta,9,182.54,1642.86,6,2024
2025-04-22,Calça,3,272.4,817.1999999999999,4,2025
2023-06-05,Tênis,3,342.61,1027.83,6,2023
2023-09-13,Tênis,9,451.42,4062.78,9,2023
2025-04-15,Calça,8,104.02,832.16,4,2025
2025-09-23,Tênis,4,444.29,1777.16,9,2025
2024-06-06,Sapato,2,119.41,238.82,6,2024
2023-07-09,Camiseta,3,307.1,921.3,7,2023
2023-05-16,Boné,8,113.85,910.8,5,2023
2024-11-07,Calça,2,398.1,796.2,11,2024
2025-05-29,Mochila,8,212.57,1700.56,5,2025
2023-03-26,Camiseta,2,86.16,172.32,3,2023
2023-10-30,Boné,3,420.55,1261.65,10,2023
2025-11-04,Camiseta,3,299.56,898.6800000000001,11,2025
2024-06-28,Sapato,10,326.95,3269.5,6,2024
2025-12-25,Tênis,8,375.61,3004.88,12,2025
2025-09-16,Tênis,9,53.37,480.33,9,2025
2024-02-01,Mochila,4,161.6,646.4,2,2024
2025-01-27,Calça,2,346.6,693.2,1,2025
2025-05-30,Sapato,6,211.21,1267.26,5,2025
2023-07-03,Calça,5,434.94,2174.7,7,2023
2024-01-08,Boné,5,58.61,293.05,1,2024
2023-12-06,Calça,3,230.46,691.38,12,2023
2023-05-27,Calça,6,323.1,1938.6,5,2023
2023-02-09,Boné,4,489.34,1957.36,2,2023
2025-01-17,Boné,8,417.62,3340.96,1,2025
2023-09-23,Sapato,6,235.41,1412.46,9,2023
2024-02-22,Camiseta,10,443.6,4436.0,2,2024
2025-07-22,Boné,9,210.23,1892.07,7,2025
2023-07-24,Camiseta,1,364.36,364.36,7,2023
2025-11-20,Tênis,5,390.33,1951.65,11,2025
2024-07-29,Calça,9,80.68,726.1200000000001,7,2024
2025-07-17,Calça,6,67.54,405.24,7,2025
2024-09-05,Sapato,8,413.03,3304.24,9,2024
2023-08-22,Mochila,3,240.3,720.9000000000001,8,2023
2023-07-08,Tênis,1,180.45,180.45,7,2023
2025-08-20,Boné,7,267.12,1869.84,8,2025
2023-03-03,Boné,5,256.74,1283.7,3,2023
2023-03-03,Boné,8,333.37,2666.96,3,2023
2024-05-17,Tênis,2,332.93,665.86,5,2024
2025-09-12,Camiseta,3,298.47,895.4100000000001,9,2025
2025-07-14,Calça,1,362.14,362.14,7,2025
2024-07-12,Calça,10,351.68,3516.8,7,2024
2024-07-25,Camiseta,3,98.19,294.57,7,2024
2024-10-05,Boné,3,455.02,1365.06,10,2024
2024-06-19,Boné,6,241.92,1451.52,6,2024
2025-10-18,Calça,5,405.5,2027.5,10,2025
2025-04-04,Mochila,4,254.72,1018.88,4,2025
2025-07-14,Tênis,9,287.86,2590.74,7,2025
2023-02-19,Mochila,10,226.08,2260.8,2,2023
2024-02-25,Tênis,9,246.31,2216.79,2,2024
2025-06-03,Calça,6,201.03,1206.18,6,2025
2025-10-10,Boné,3,283.74,851.22,10,2025
2025-04-30,Tênis,3,105.15,315.45000000000005,4,2025
2023-04-03,Boné,1,81.71,81.71,4,2023
2023-07-14,Boné,10,498.73,4987.3,7,2023
2025-12-28,Boné,1,311.48,311.48,12,2025
2023-03-11,Mochila,2,266.02,532.04,3,2023
2025-11-24,Tênis,7,122.42,856.94,11,2025
2025-07-02,Mochila,9,56.6,509.4,7,2025
2024-04-08,Camiseta,5,270.42,1352.1,4,2024
2025-04-15,Mochila,3,75.04,225.12,4,2025
2025-03-30,Boné,10,385.31,3853.1,3,2025
2023-08-19,Camiseta,4,168.47,673.88,8,2023
2025-11-22,Boné,8,165.6,1324.8,11,2025
2023-05-12,Boné,7,86.42,604.94,5,2023
2025-03-21,Camiseta,6,161.76,970.56,3,2025
2024-01-26,Sapato,1,341.32,341.32,1,2024
2023-12-14,Sapato,4,86.88,347.52,12,2023
2023-06-24,Camiseta,1,499.76,499.76,6,2023
2023-07-17,Calça,1,399.94,399.94,7,2023
2023-07-19,Calça,1,185.51,185.51,7,2023
2024-07-27,Sapato,2,194.52,389.04,7,2024
2025-04-16,Mochila,9,486.69,4380.21,4,2025
2024-06-24,Boné,4,370.95,1483.8,6,2024
2024-10-26,Boné,4,326.93,1307.72,10,2024
2023-10-12,Calça,2,457.9,915.8,10,2023
2024-02-05,Camiseta,5,208.26,1041.3,2,2024
2024-01-19,Sapato,9,143.28,1289.52,1,2024
2023-06-05,Tênis,8,72.99,583.92,6,2023
2023-01-03,Camiseta,1,299.05,299.05,1,2023
2024-08-19,Boné,5,191.82,959.1,8,2024
2025-09-05,Tênis,9,171.16,1540.44,9,2025
2024-06-03,Sapato,9,315.28,2837.5199999999995,6,2024
2023-10-08,Mochila,8,418.29,3346.32,10,2023
2024-07-30,Boné,7,308.14,2156.98,7,2024
2025-02-15,Tênis,8,125.22,1001.76,2,2025
2023-09-20,Mochila,5,464.57,2322.85,9,2023
2023-01-14,Sapato,1,315.74,315.74,1,2023
2023-02-23,Mochila,5,247.91,1239.55,2,2023
2025-12-09,Calça,6,115.14,690.84,12,2025
2024-05-05,Boné,1,86.66,86.66,5,2024
2024-12-02,Sapato,6,121.61,729.66,12,2024
2025-12-16,Sapato,9,463.22,4168.9800000000005,12,2025
2025-12-06,Tênis,4,160.74,642.96,12,2025
2024-02-20,Camiseta,6,166.4,998.4,2,2024
2023-05-08,Mochila,6,80.24,481.44,5,2023
2025-08-13,Mochila,9,431.16,3880.44,8,2025
2025-07-03,Sapato,4,90.46,361.84,7,2025
2025-01-10,Tênis,2,355.13,710.26,1,2025
2024-09-29,Calça,2,329.63,659.26,9,2024
2025-08-21,Calça,2,214.23,428.46,8,2025
2024-03-19,Tênis,7,129.63,907.41,3,2024
2025-01-22,Boné,4,92.58,370.32,1,2025
2025-10-30,Sapato,1,103.12,103.12,10,2025
2023-12-21,Camiseta,5,350.83,1754.15,12,2023
2025-04-30,Mochila,6,225.2,1351.1999999999998,4,2025
2024-07-15,Tênis,1,463.73,463.73,7,2024
2023-10-24,Calça,9,396.98,3572.82,10,2023
2025-05-14,Tênis,1,131.61,131.61,5,2025
2025-01-26,Boné,1,159.25,159.25,1,2025
2023-10-27,Boné,6,258.15,1548.9,10,2023
2023-07-14,Sapato,9,134.59,1211.31,7,2023
2025-03-31,Boné,3,106.62,319.86,3,2025
2025-01-06,Tênis,1,378.67,378.67,1,2025
2025-05-26,Mochila,8,233.62,1868.96,5,2025
2024-03-12,Calça,10,133.92,1339.1999999999998,3,2024
2024-08-16,Mochila,6,186.69,1120.14,8,2024
2024-11-20,Camiseta,6,265.26,1591.56,11,2024
2024-01-19,Tênis,8,242.28,1938.24,1,2024
2025-05-09,Sapato,7,127.01,889.07,5,2025
2023-03-27,Tênis,8,479.66,3837.28,3,2023
2024-06-11,Sapato,6,296.88,1781.28,6,2024
2023-10-10,Calça,5,481.37,2406.85,10,2023
2025-04-21,Camiseta,5,276.76,1383.8,4,2025
2024-04-13,Tênis,4,488.79,1955.16,4,2024
2023-07-26,Camiseta,1,127.76,127.76,7,2023
2023-02-23,Boné,9,478.99,4310.91,2,2023
2023-10-15,Tênis,4,265.06,1060.24,10,2023
2025-06-26,Calça,8,401.32,3210.56,6,2025
2024-11-15,Camiseta,10,245.24,2452.4,11,2024
2025-05-17,Camiseta,7,250.91,1756.37,5,2025
2023-10-21,Calça,1,332.33,332.33,10,2023
2024-08-09,Sapato,2,261.15,522.3,8,2024
2024-07-07,Calça,6,194.81,1168.86,7,2024
2024-09-01,Sapato,2,392.24,784.48,9,2024
2025-06-04,Tênis,8,459.89,3679.12,6,2025
2024-05-03,Mochila,10,443.74,4437.4,5,2024
2024-03-23,Mochila,5,188.52,942.6,3,2024
2025-03-21,Calça,2,86.91,173.82,3,2025
2023-01-12,Mochila,1,477.65,477.65,1,2023
2025-06-15,Sapato,4,233.98,935.92,6,2025
2023-07-23,Tênis,4,481.55,1926.2,7,2023
2024-04-11,Calça,7,225.57,1578.99,4,2024
2023-10-16,Sapato,10,370.16,3701.6,10,2023
2023-10-23,Tênis,10,247.68,2476.8,10,2023
2023-12-20,Boné,5,257.2,1286.0,12,2023
2024-08-16,Calça,10,188.09,1880.9,8,2024
2024-09-26,Boné,3,63.73,191.19,9,2024
2025-01-02,Mochila,3,336.0,1008.0,1,2025
2024-10-31,Mochila,6,176.66,1059.96,10,2024
2024-02-08,Camiseta,4,120.21,480.84,2,2024
2023-09-20,Boné,4,397.17,1588.68,9,2023
2024-08-31,Calça,6,318.67,1912.02,8,2024
2024-12-03,Sapato,6,87.97,527.8199999999999,12,2024
2025-12-11,Mochila,8,325.98,2607.84,12,2025
2024-07-30,Boné,2,148.92,297.84,7,2024
2025-12-17,Calça,10,370.56,3705.6,12,2025
2023-08-27,Calça,6,200.21,1201.26,8,2023
2024-02-08,Boné,1,152.37,152.37,2,2024
2025-06-14,Calça,4,383.88,1535.52,6,2025
2025-05-10,Tênis,6,213.54,1281.24,5,2025
2023-11-12,Boné,3,156.73,470.19,11,2023
2024-05-18,Calça,5,313.9,1569.5,5,2024
2024-03-23,Camiseta,3,433.33,1299.99,3,2024
2024-08-20,Sapato,4,362.01,1448.04,8,2024
2024-08-14,Boné,4,65.34,261.36,8,2024
2024-08-11,Tênis,1,257.53,257.53,8,2024
2023-07-27,Sapato,9,263.07,2367.63,7,2023
2024-05-07,Calça,7,86.9,608.3000000000001,5,2024
2024-08-18,Boné,2,155.71,311.42,8,2024
2023-10-21,Boné,1,245.33,245.33,10,2023
2024-02-17,Calça,7,312.37,2186.59,2,2024
